record_id,age,gender,education_level,education_mismatch,sector_of_interest,current_employment_sector,formal_informal,region,location_type,monthly_income,region_employment_rate,regional_unemployment_rate,unemployment_duration,digital_skills_level,technical_skills,training_participation,program_type,household_income,household_size,employment_outcome,intervention_effectiveness,employment_duration_post_intervention,youth_unemployment_rate,urban_rural_employment_rate
4264,16,Male,Secondary,TRUE,Retail,None,None,Kigali,Urban,None,84.7,28.74,18,Intermediate,['Data Analysis'],FALSE,None,Low,7,FALSE,None,None,19.4,57.3
4265,16,Male,Primary or Less,TRUE,ICT,None,None,Southern,Rural,None,65.83,15.27,6,Intermediate,['Coding'],FALSE,None,Low,3,FALSE,None,None,19.4,32.15
4266,19,Female,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,84.39,27.19,None,Advanced,[],TRUE,Business Development,Medium,7,FALSE,None,None,19.4,77.93
4267,17,Female,University,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,239743.74,83.53,29.57,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,Low,7,TRUE,Moderately Effective,4,19.4,66.8
4268,24,Male,TVET,FALSE,ICT,ICT,Formal,Kigali,Urban,100719.18,41.34,28.63,None,Basic,['Coding'],TRUE,Vocational Training,Medium,4,TRUE,Moderately Effective,9,19.4,75.5
4269,23,Male,University,FALSE,Retail,None,None,Kigali,Urban,None,82.94,22.85,10,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,High,2,FALSE,None,None,19.4,64.22
4270,25,Female,Secondary,FALSE,ICT,ICT,Formal,Kigali,Urban,206902.95,57.97,15.15,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,4,TRUE,Moderately Effective,12,19.4,66.29
4271,22,Female,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,56.78,22.31,None,Intermediate,['Coding'],FALSE,None,Medium,6,FALSE,None,None,19.4,56.25
4272,21,Female,Secondary,FALSE,Construction,Construction,Informal,Eastern,Rural,213026.71,73.24,23.97,None,Intermediate,['Coding'],FALSE,None,Low,8,TRUE,Effective,1,19.4,47.42
4273,24,Female,University,FALSE,Education,Education,Informal,Northern,Rural,151085.25,45.52,12.58,None,Advanced,['Coding'],FALSE,None,High,7,TRUE,Effective,8,19.4,48.82
4274,17,Male,Secondary,FALSE,ICT,ICT,Informal,Southern,Rural,239922.69,74.2,18.43,None,Basic,[],FALSE,None,Medium,3,TRUE,Ineffective,1,19.4,54.15
4275,19,Male,TVET,FALSE,Construction,None,None,Kigali,Urban,None,67.39,11.41,None,Advanced,[],FALSE,None,Medium,8,FALSE,None,None,19.4,79.78
4276,18,Female,TVET,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,117611.21,64.62,18.3,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,8,TRUE,Moderately Effective,2,19.4,64.19
4277,24,Male,University,FALSE,Retail,Retail,Formal,Kigali,Urban,115941.5,41.12,12.05,None,Intermediate,['Data Analysis'],TRUE,Vocational Training,Low,3,TRUE,Moderately Effective,12,19.4,64.2
4278,20,Male,Primary or Less,FALSE,ICT,ICT,Informal,Kigali,Urban,163172.54,47.41,20.2,None,Advanced,['Coding'],TRUE,Vocational Training,Low,5,TRUE,Effective,3,19.4,73.63
4279,23,Female,TVET,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,94760.53,49.09,12.32,None,Advanced,['Coding'],FALSE,None,Medium,8,TRUE,Ineffective,11,19.4,72.89
4280,21,Female,University,FALSE,Construction,None,None,Kigali,Urban,None,72.22,27.32,None,Intermediate,['Data Analysis'],FALSE,None,Low,7,FALSE,None,None,19.4,73.32
4281,16,Female,University,FALSE,Education,None,None,Southern,Rural,None,62.78,26.11,15,Intermediate,['Data Analysis'],TRUE,Business Development,High,2,FALSE,None,None,19.4,45.55
4282,25,Female,TVET,TRUE,Agriculture,None,None,Kigali,Urban,None,48.68,24.86,23,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,4,FALSE,None,None,19.4,63.42
4283,25,Female,Primary or Less,FALSE,Healthcare,Healthcare,Formal,Kigali,Rural,232828.43,70.81,20.19,None,Intermediate,"['Marketing', 'Project Management']",TRUE,None,Medium,1,TRUE,Effective,8,19.4,52.65
4284,24,Male,Primary or Less,FALSE,ICT,ICT,Informal,Kigali,Urban,58479.9,78.79,14.98,None,Advanced,['Data Analysis'],TRUE,Business Development,Low,3,TRUE,Moderately Effective,6,19.4,76.23
4285,19,Male,Primary or Less,TRUE,Healthcare,None,None,Western,Rural,None,73.28,29.85,24,Basic,['Data Analysis'],FALSE,None,Low,5,FALSE,None,None,19.4,34.86
4286,24,Male,University,FALSE,Healthcare,None,None,Eastern,Rural,None,72.65,23.76,9,Advanced,[],FALSE,None,Medium,6,FALSE,None,None,19.4,32.28
4287,18,Female,Primary or Less,TRUE,ICT,None,None,Kigali,Urban,None,75.68,26.33,11,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,7,FALSE,None,None,19.4,76.26
4288,18,Male,Secondary,TRUE,ICT,None,None,Kigali,Urban,None,44.39,15.09,9,Basic,[],FALSE,None,High,5,FALSE,None,None,19.4,70.24
4289,16,Female,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,262665.34,61.61,14.13,None,Advanced,['Coding'],TRUE,None,Low,8,TRUE,Ineffective,9,19.4,73.9
4290,17,Female,Primary or Less,TRUE,Healthcare,None,None,Kigali,Urban,None,40.37,26.34,4,Advanced,['Coding'],TRUE,Digital Skills,Low,4,FALSE,None,None,19.4,76.47
4291,17,Male,Primary or Less,FALSE,Retail,Retail,Formal,Kigali,Urban,109091.67,50.93,14.43,None,Advanced,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,3,TRUE,Ineffective,5,19.4,74.35
4292,17,Female,University,FALSE,Construction,Construction,Formal,Kigali,Rural,103502.81,71.04,28.87,None,Basic,['Coding'],FALSE,None,Medium,4,TRUE,Moderately Effective,3,19.4,33.96
4293,21,Female,Primary or Less,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,65399.59,40.87,25.91,None,Intermediate,[],FALSE,None,High,2,TRUE,Effective,4,19.4,75.16
4294,24,Female,Primary or Less,FALSE,Retail,Retail,Formal,Kigali,Urban,200427.51,80.78,22.51,None,Intermediate,['Coding'],TRUE,None,Medium,5,TRUE,Ineffective,11,19.4,67.99
4295,24,Female,TVET,FALSE,Education,None,None,Kigali,Urban,None,44.18,22.46,None,Advanced,['Data Analysis'],TRUE,Digital Skills,Low,6,FALSE,None,None,19.4,60.35
4296,16,Female,Secondary,TRUE,Construction,None,None,Eastern,Rural,None,74.01,19.24,8,Basic,['Coding'],FALSE,None,Low,6,FALSE,None,None,19.4,36.46
4297,24,Female,TVET,FALSE,Construction,None,None,Kigali,Rural,None,85.76,15.79,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Low,6,FALSE,None,None,19.4,36.38
4298,17,Female,Primary or Less,TRUE,Healthcare,None,None,Kigali,Urban,None,46.04,23.8,7,Basic,[],FALSE,None,High,7,FALSE,None,None,19.4,76.66
4299,19,Female,Secondary,FALSE,Education,None,None,Kigali,Urban,None,45.09,29.91,None,Basic,['Coding'],FALSE,None,High,8,FALSE,None,None,19.4,66.82
4300,21,Male,Primary or Less,TRUE,ICT,None,None,Eastern,Rural,None,64.25,12.09,11,Advanced,['Coding'],TRUE,Digital Skills,Medium,5,FALSE,None,None,19.4,53.12
4301,23,Female,TVET,FALSE,Education,Education,Informal,Kigali,Urban,52619.27,47.96,19.12,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,High,6,TRUE,Moderately Effective,11,19.4,67.4
4302,18,Female,Primary or Less,FALSE,Construction,Construction,Formal,Kigali,Urban,276166.83,84.2,22.04,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,3,TRUE,Ineffective,10,19.4,65.07
4303,25,Male,Secondary,FALSE,Education,Education,Formal,Kigali,Urban,277650.46,70.64,29.43,None,Intermediate,[],TRUE,Vocational Training,Medium,2,TRUE,Moderately Effective,12,19.4,55.87
4304,18,Female,Primary or Less,FALSE,Education,None,None,Kigali,Urban,None,47.19,19.65,None,Advanced,[],TRUE,Vocational Training,Medium,5,FALSE,None,None,19.4,54.53
4305,24,Male,University,FALSE,Agriculture,Agriculture,Informal,Eastern,Rural,117393.82,53.45,13.5,None,Advanced,['Coding'],TRUE,None,Low,7,TRUE,Moderately Effective,2,19.4,54.66
4306,22,Male,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,67.1,19.18,None,Advanced,['Coding'],TRUE,Vocational Training,Medium,5,FALSE,None,None,19.4,69.12
4307,25,Female,University,FALSE,Agriculture,None,None,Kigali,Urban,None,52.61,26.06,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,6,FALSE,None,None,19.4,60.34
4308,24,Female,TVET,FALSE,Construction,Construction,Informal,Kigali,Urban,122223.25,77.8,11.23,None,Advanced,['Coding'],TRUE,Vocational Training,Low,4,TRUE,Effective,2,19.4,55.9
4309,16,Male,Secondary,FALSE,Healthcare,Healthcare,Informal,Northern,Rural,64222.93,44.62,19.17,None,Basic,['Data Analysis'],TRUE,None,Medium,8,TRUE,Effective,8,19.4,30.35
4310,23,Male,TVET,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,204685.23,73.98,22.84,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,High,2,TRUE,Ineffective,6,19.4,78.64
4311,25,Female,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,45.42,14.85,None,Advanced,['Coding'],TRUE,Vocational Training,Medium,5,FALSE,None,None,19.4,61.83
4312,23,Female,University,FALSE,Retail,None,None,Kigali,Urban,None,89.74,27.92,22,Basic,['Coding'],FALSE,None,Medium,6,FALSE,None,None,19.4,51.11
4313,16,Female,University,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,236835.47,49.78,14.42,None,Advanced,['Data Analysis'],TRUE,Vocational Training,Medium,4,TRUE,Ineffective,5,19.4,77.44
4314,19,Male,Secondary,FALSE,Construction,None,None,Kigali,Urban,None,89.6,23.69,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,5,FALSE,None,None,19.4,56.25
4315,24,Male,TVET,FALSE,Retail,Retail,Informal,Western,Rural,268943.65,82.55,15.16,None,Basic,[],FALSE,None,Low,1,TRUE,Moderately Effective,7,19.4,56.14
4316,24,Male,Secondary,FALSE,Retail,Retail,Informal,Kigali,Urban,176834.92,47.05,12.2,None,Advanced,[],FALSE,None,Low,6,TRUE,Ineffective,6,19.4,58.27
4317,23,Female,Secondary,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,95192.13,83.3,26.06,None,Advanced,[],TRUE,None,High,4,TRUE,Effective,8,19.4,50.18
4318,23,Male,TVET,FALSE,ICT,None,None,Kigali,Urban,None,67.96,19.97,None,Basic,[],FALSE,None,High,4,FALSE,None,None,19.4,66.06
4319,20,Female,Primary or Less,TRUE,ICT,None,None,Eastern,Rural,None,81.07,19.4,1,Basic,['Coding'],TRUE,Digital Skills,Medium,8,FALSE,None,None,19.4,40.85
4320,19,Female,Primary or Less,FALSE,Retail,Retail,Formal,Kigali,Urban,79138.54,57.56,13.77,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,5,TRUE,Moderately Effective,12,19.4,55.46
4321,23,Female,Secondary,FALSE,Agriculture,None,None,Western,Rural,None,61.12,25.73,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,6,FALSE,None,None,19.4,51.31
4322,25,Female,Secondary,TRUE,Education,None,None,Kigali,Urban,None,42.5,14.94,5,Basic,['Coding'],TRUE,Vocational Training,Medium,2,FALSE,None,None,19.4,54.02
4323,22,Male,Secondary,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,99093.93,41.75,11.07,None,Intermediate,[],FALSE,None,Low,5,TRUE,Ineffective,5,19.4,61.86
4324,24,Female,University,FALSE,Education,Education,Formal,Kigali,Urban,218467.87,52.28,29.48,None,Advanced,[],FALSE,None,Low,4,TRUE,Moderately Effective,5,19.4,61.59
4325,20,Male,University,FALSE,Agriculture,Agriculture,Informal,Eastern,Rural,154667.13,65.94,24.79,None,Advanced,['Data Analysis'],TRUE,Vocational Training,Low,7,TRUE,Effective,3,19.4,41.89
4326,22,Male,Secondary,FALSE,Retail,Retail,Informal,Kigali,Urban,218688.37,79.38,27.58,None,Advanced,['Coding'],FALSE,None,High,5,TRUE,Ineffective,12,19.4,54.55
4327,18,Male,University,FALSE,Education,Education,Informal,Southern,Rural,209187.82,89.56,25.72,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,6,TRUE,Moderately Effective,9,19.4,45.56
4328,23,Male,Primary or Less,TRUE,Retail,None,None,Western,Rural,None,71.9,26.52,20,Basic,"['Marketing', 'Project Management']",TRUE,Vocational Training,Medium,6,FALSE,None,None,19.4,58.05
4329,20,Female,Secondary,FALSE,Education,None,None,Kigali,Urban,None,57.91,13.78,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,7,FALSE,None,None,19.4,73.9
4330,24,Female,University,FALSE,Retail,None,None,Kigali,Urban,None,52.99,11.09,17,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,5,FALSE,None,None,19.4,59.63
4331,23,Female,Secondary,TRUE,Construction,None,None,Kigali,Rural,None,45.62,18.83,4,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,2,FALSE,None,None,19.4,33.54
4332,16,Male,University,FALSE,Education,None,None,Kigali,Urban,None,79.13,22.11,None,Advanced,['Coding'],FALSE,None,Low,2,FALSE,None,None,19.4,50.03
4333,21,Female,Primary or Less,FALSE,Agriculture,None,None,Northern,Rural,None,81.98,28.97,None,Basic,[],FALSE,None,Low,1,FALSE,None,None,19.4,43.32
4334,21,Male,Primary or Less,FALSE,Retail,Retail,Informal,Kigali,Urban,296083.44,40.29,13.38,None,Intermediate,[],FALSE,None,Medium,7,TRUE,Moderately Effective,3,19.4,59.58
4335,18,Female,TVET,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,250255.29,75.16,27.08,None,Intermediate,['Data Analysis'],TRUE,Vocational Training,High,4,TRUE,Effective,12,19.4,66.07
4336,25,Female,University,FALSE,Retail,Retail,Informal,Kigali,Urban,293864.52,85.35,15.11,None,Advanced,['Coding'],FALSE,None,Low,2,TRUE,Effective,4,19.4,65.56
4337,20,Male,Secondary,FALSE,Agriculture,Agriculture,Informal,Northern,Rural,56660.57,60.03,15.42,None,Basic,['Coding'],TRUE,Vocational Training,Medium,6,TRUE,Moderately Effective,11,19.4,39.23
4338,20,Male,Primary or Less,FALSE,Retail,Retail,Informal,Kigali,Urban,141864.29,67.79,17.39,None,Advanced,['Data Analysis'],TRUE,Business Development,Low,6,TRUE,Ineffective,10,19.4,53.61
4339,21,Male,Primary or Less,FALSE,Retail,Retail,Formal,Kigali,Urban,160225.56,74.64,21.49,None,Basic,"['Marketing', 'Project Management']",TRUE,Business Development,High,4,TRUE,Ineffective,12,19.4,75.68
4340,19,Male,Primary or Less,FALSE,Retail,Retail,Informal,Kigali,Urban,53709.13,56.74,12.2,None,Intermediate,['Coding'],FALSE,None,Medium,5,TRUE,Effective,6,19.4,77.88
4341,18,Female,Secondary,FALSE,Education,None,None,Kigali,Urban,None,40.1,24.52,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,High,8,FALSE,None,None,19.4,76.83
4342,18,Female,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,59.57,27.1,9,Intermediate,['Coding'],FALSE,None,Medium,2,FALSE,None,None,19.4,61.11
4343,20,Female,TVET,FALSE,Construction,Construction,Informal,Northern,Rural,205318.96,49.9,27.9,None,Intermediate,"['Marketing', 'Project Management']",TRUE,None,Medium,3,TRUE,Effective,9,19.4,34.86
4344,24,Male,TVET,FALSE,ICT,ICT,Formal,Kigali,Rural,254587.44,81.72,11.58,None,Intermediate,['Coding'],FALSE,None,High,5,TRUE,Ineffective,9,19.4,43.37
4345,25,Male,University,FALSE,ICT,ICT,Formal,Kigali,Urban,96754.07,68.96,15.74,None,Basic,"['Marketing', 'Project Management']",TRUE,None,Medium,4,TRUE,Ineffective,1,19.4,75.04
4346,20,Male,University,FALSE,Education,Education,Formal,Kigali,Urban,135755.32,73.01,21.7,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,6,TRUE,Effective,3,19.4,67.87
4347,19,Male,Secondary,TRUE,Construction,None,None,Western,Rural,None,70.45,18.12,19,Advanced,[],FALSE,None,Medium,4,FALSE,None,None,19.4,30.42
4348,24,Female,TVET,TRUE,ICT,None,None,Southern,Rural,None,77.67,26.93,1,Advanced,['Coding'],FALSE,None,High,8,FALSE,None,None,19.4,50.43
4349,23,Male,University,FALSE,Retail,Retail,Formal,Kigali,Urban,195781.72,50.15,24.02,None,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,1,TRUE,Ineffective,10,19.4,55.83
4350,18,Female,TVET,TRUE,Construction,None,None,Kigali,Urban,None,89.57,21.41,21,Intermediate,['Coding'],TRUE,Vocational Training,Medium,7,FALSE,None,None,19.4,66.85
4351,19,Male,Secondary,FALSE,ICT,ICT,Formal,Kigali,Urban,170276.9,71.9,19.84,None,Advanced,['Data Analysis'],TRUE,Vocational Training,Low,4,TRUE,Effective,1,19.4,55.13
4352,21,Female,TVET,TRUE,Retail,None,None,Kigali,Urban,None,40.22,13.57,15,Advanced,['Coding'],TRUE,Business Development,Low,8,FALSE,None,None,19.4,75.59
4353,24,Male,TVET,FALSE,Education,Education,Informal,Southern,Rural,92351.25,87.52,17.64,None,Advanced,['Data Analysis'],TRUE,None,High,4,TRUE,Effective,4,19.4,58.24
4354,17,Female,Primary or Less,TRUE,Agriculture,None,None,Kigali,Rural,None,76.97,15.19,23,Advanced,"['Marketing', 'Project Management']",FALSE,None,Medium,3,FALSE,None,None,19.4,52.1
4355,18,Male,University,FALSE,ICT,ICT,Informal,Kigali,Urban,274634.54,57.29,20.13,None,Basic,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,3,TRUE,Moderately Effective,3,19.4,68.85
4356,18,Male,Primary or Less,FALSE,Agriculture,None,None,Kigali,Urban,None,89.79,19.45,None,Basic,[],TRUE,Digital Skills,Medium,3,FALSE,None,None,19.4,77.68
4357,19,Male,TVET,TRUE,Healthcare,None,None,Western,Rural,None,51.09,13.58,16,Advanced,"['Marketing', 'Project Management']",FALSE,None,Low,2,FALSE,None,None,19.4,54.68
4358,21,Female,University,FALSE,Education,Education,Formal,Kigali,Urban,178357.44,41.22,27.8,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Medium,3,TRUE,Ineffective,1,19.4,54.66
4359,21,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,74.33,25.6,6,Intermediate,[],FALSE,None,Low,2,FALSE,None,None,19.4,62.01
4360,23,Female,Primary or Less,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,87951.96,81.14,18.49,None,Basic,['Coding'],TRUE,Digital Skills,Low,1,TRUE,Effective,4,19.4,57.52
4361,20,Male,TVET,TRUE,Education,None,None,Kigali,Urban,None,47.43,28.27,15,Basic,"['Marketing', 'Project Management']",TRUE,Business Development,Medium,3,FALSE,None,None,19.4,68.29
4362,18,Male,University,FALSE,Education,Education,Informal,Kigali,Urban,164427.95,74.83,10.31,None,Basic,"['Marketing', 'Project Management']",FALSE,None,High,6,TRUE,Effective,11,19.4,67.13
4363,17,Male,Secondary,FALSE,Construction,Construction,Formal,Southern,Rural,133085.11,55.08,17.36,None,Basic,['Data Analysis'],FALSE,None,Low,3,TRUE,Ineffective,4,19.4,59.51
4364,24,Female,Secondary,TRUE,Education,None,None,Kigali,Urban,None,46.51,14.73,10,Basic,['Coding'],TRUE,Vocational Training,High,8,FALSE,None,None,19.4,58.97
4365,24,Female,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,147123.48,87.04,25.12,None,Advanced,['Data Analysis'],TRUE,Business Development,Medium,7,TRUE,Ineffective,6,19.4,52.13
4366,20,Male,TVET,TRUE,Retail,None,None,Kigali,Urban,None,88.54,14.16,3,Basic,['Data Analysis'],FALSE,None,Low,6,FALSE,None,None,19.4,53.18
4367,18,Female,Primary or Less,FALSE,Healthcare,Healthcare,Formal,Kigali,Urban,195455.03,86.76,13.9,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,6,TRUE,Ineffective,6,19.4,68.24
4368,16,Male,Secondary,TRUE,ICT,None,None,Kigali,Urban,None,78.58,21.88,9,Advanced,['Coding'],TRUE,Vocational Training,High,1,FALSE,None,None,19.4,67.58
4369,19,Male,Primary or Less,TRUE,Retail,None,None,Kigali,Urban,None,81.81,17.26,18,Basic,['Coding'],TRUE,Vocational Training,High,2,FALSE,None,None,19.4,63.75
4370,21,Male,TVET,TRUE,ICT,None,None,Kigali,Urban,None,75.95,19.38,23,Intermediate,['Coding'],TRUE,Vocational Training,High,2,FALSE,None,None,19.4,69.83
4371,17,Male,TVET,FALSE,Healthcare,Healthcare,Informal,Kigali,Urban,199017.08,81.59,24.6,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Medium,7,TRUE,Moderately Effective,6,19.4,79.06
4372,23,Male,Secondary,FALSE,Healthcare,None,None,Kigali,Urban,None,50.11,15.49,None,Basic,['Data Analysis'],TRUE,None,Medium,6,FALSE,None,None,19.4,59.72
4373,19,Male,Primary or Less,FALSE,Retail,None,None,Southern,Rural,None,62.85,27.78,None,Advanced,"['Marketing', 'Project Management']",TRUE,None,Medium,1,FALSE,None,None,19.4,38.79
4374,23,Female,Secondary,FALSE,ICT,None,None,Northern,Rural,None,73.61,18.03,None,Basic,['Coding'],FALSE,None,Medium,4,FALSE,None,None,19.4,41.45
4375,24,Female,Primary or Less,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,241830.85,43.61,11.05,None,Basic,[],TRUE,None,Low,1,TRUE,Effective,3,19.4,68.74
4376,24,Male,TVET,TRUE,Retail,None,None,Northern,Rural,None,68.04,12.41,24,Advanced,['Coding'],TRUE,Business Development,Low,8,FALSE,None,None,19.4,42.57
4377,18,Female,Primary or Less,FALSE,ICT,None,None,Kigali,Urban,None,73.34,14.13,None,Advanced,"['Marketing', 'Project Management']",TRUE,Business Development,Low,7,FALSE,None,None,19.4,64.93
4378,21,Male,TVET,FALSE,Healthcare,None,None,Kigali,Urban,None,64.65,24.52,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Business Development,Low,3,FALSE,None,None,19.4,69.06
4379,18,Male,Secondary,TRUE,ICT,None,None,Western,Rural,None,80.1,28.85,23,Intermediate,['Coding'],TRUE,Vocational Training,Low,1,FALSE,None,None,19.4,52.31
4380,21,Male,University,FALSE,Agriculture,None,None,Kigali,Rural,None,44.54,18.73,23,Advanced,['Coding'],FALSE,None,Medium,5,FALSE,None,None,19.4,51.1
4381,21,Female,TVET,TRUE,Construction,None,None,Southern,Rural,None,49.91,18.69,7,Advanced,['Data Analysis'],FALSE,None,Low,1,FALSE,None,None,19.4,36.73
4382,22,Male,Secondary,FALSE,Agriculture,Agriculture,Informal,Kigali,Urban,51436.34,54.35,24.98,None,Intermediate,"['Marketing', 'Project Management']",FALSE,None,Low,8,TRUE,Moderately Effective,10,19.4,77.36
4383,25,Male,University,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,170174.03,60.51,14.73,None,Intermediate,[],FALSE,None,Medium,4,TRUE,Moderately Effective,6,19.4,68
4384,21,Female,TVET,FALSE,Retail,Retail,Informal,Kigali,Urban,61257.99,72.22,25.01,None,Basic,['Data Analysis'],TRUE,Vocational Training,Low,2,TRUE,Ineffective,9,19.4,50.18
4385,20,Female,University,FALSE,Healthcare,None,None,Kigali,Urban,None,83.99,16.43,None,Basic,['Data Analysis'],FALSE,None,Medium,7,FALSE,None,None,19.4,65.44
4386,25,Female,University,FALSE,Construction,None,None,Kigali,Urban,None,56.22,23.3,18,Intermediate,[],FALSE,None,Medium,4,FALSE,None,None,19.4,54.48
4387,18,Male,Secondary,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,209898.13,48.63,14.27,None,Advanced,[],TRUE,None,High,7,TRUE,Effective,4,19.4,73.94
4388,22,Female,Secondary,FALSE,Agriculture,None,None,Kigali,Urban,None,44.65,18.03,None,Intermediate,"['Marketing', 'Project Management']",TRUE,None,Low,4,FALSE,None,None,19.4,74.39
4389,22,Female,Secondary,TRUE,Education,None,None,Kigali,Urban,None,80.16,16.07,12,Advanced,"['Marketing', 'Project Management']",TRUE,Vocational Training,Low,2,FALSE,None,None,19.4,70.55
4390,19,Female,University,FALSE,Retail,None,None,Kigali,Urban,None,61.62,13.39,7,Intermediate,['Data Analysis'],TRUE,Vocational Training,Medium,1,FALSE,None,None,19.4,72.48
4391,19,Female,TVET,TRUE,Healthcare,None,None,Kigali,Urban,None,43.93,27.28,11,Basic,['Data Analysis'],TRUE,Vocational Training,High,4,FALSE,None,None,19.4,57.13
4392,20,Male,University,FALSE,Construction,None,None,Northern,Rural,None,45.37,10.42,None,Basic,['Data Analysis'],FALSE,None,Low,6,FALSE,None,None,19.4,49.22
4393,20,Female,TVET,FALSE,Retail,Retail,Formal,Kigali,Urban,50234.99,81,19.37,None,Basic,[],FALSE,None,Low,3,TRUE,Moderately Effective,4,19.4,73.31
4394,16,Male,Secondary,FALSE,Agriculture,Agriculture,Formal,Kigali,Urban,280430.73,80.25,27.03,None,Intermediate,[],TRUE,Business Development,Medium,2,TRUE,Moderately Effective,5,19.4,68.04
4395,22,Female,Primary or Less,FALSE,Retail,None,None,Kigali,Urban,None,44.77,26.61,None,Advanced,[],TRUE,Business Development,High,6,FALSE,None,None,19.4,51.6
4396,25,Female,TVET,FALSE,ICT,ICT,Informal,Kigali,Urban,209054.81,64.88,22.33,None,Intermediate,"['Marketing', 'Project Management']",TRUE,Digital Skills,Low,2,TRUE,Effective,11,19.4,69.63
4397,23,Male,Secondary,FALSE,Retail,Retail,Informal,Kigali,Urban,104476.47,57.02,13.13,None,Intermediate,[],FALSE,None,High,2,TRUE,Ineffective,6,19.4,63.02
4398,16,Female,Primary or Less,TRUE,Healthcare,None,None,Eastern,Rural,None,41.63,26.37,4,Basic,['Coding'],TRUE,Vocational Training,High,4,FALSE,None,None,19.4,37.09
4399,17,Female,TVET,FALSE,Agriculture,None,None,Kigali,Urban,None,76.9,20.36,None,Basic,['Data Analysis'],TRUE,Business Development,Medium,6,FALSE,None,None,19.4,67.36
4400,18,Female,Secondary,FALSE,Construction,Construction,Informal,Kigali,Urban,58874.29,73.2,16.34,None,Intermediate,"['Marketing', 'Project Management']",TRUE,None,Medium,8,TRUE,Effective,8,19.4,78.13
4401,25,Female,Secondary,TRUE,Construction,None,None,Kigali,Urban,None,51.09,27.74,5,Advanced,['Coding'],FALSE,None,Low,6,FALSE,None,None,19.4,77.96
4402,18,Male,TVET,TRUE,Healthcare,None,None,Kigali,Urban,None,86.17,18.72,5,Basic,['Coding'],FALSE,None,Low,6,FALSE,None,None,19.4,74.75
4403,20,Male,TVET,TRUE,Construction,None,None,Northern,Rural,None,53.08,28.97,6,Basic,['Coding'],FALSE,None,Medium,6,FALSE,None,None,19.4,36.63
4404,17,Female,Primary or Less,FALSE,ICT,ICT,Informal,Western,Rural,170770.37,84.16,28.97,None,Intermediate,[],TRUE,Digital Skills,Medium,4,TRUE,Ineffective,6,19.4,30.76
4405,25,Male,Secondary,FALSE,ICT,None,None,Kigali,Urban,None,66.26,18.05,None,Basic,"['Marketing', 'Project Management']",FALSE,None,Low,1,FALSE,None,None,19.4,68.16
4406,24,Male,University,FALSE,Education,None,None,Eastern,Rural,None,68.21,14.89,None,Basic,[],TRUE,Digital Skills,High,2,FALSE,None,None,19.4,49.5
